""," Baseline"," Hour 00"," Hour 005"," Hour 012"," Hour 029"," Hour 036"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"TMEM30B",4.366238836,4.083840361,4.468967465,4.280301056,4.274792688,4.33247254,4.433495148,4.26396276,4.145909612,4.349222189,4.274000634,4.021126699,4.130491327,4.070890109,4.130709343
"DAPK1",9.05458362,8.902033622,9.17254849,8.876980105,9.232813234,8.995713147,9.043459839,9.017136735,8.782277774,8.915780995,8.881569535,9.143172556,8.907882672,9.158379294,9.05341802
"DAPK3",6.967680336,6.934180655,6.955063163,6.858628227,6.77879508,6.844348378,7.027126668,7.043107382,6.723669955,7.041796403,6.699933998,6.917206457,6.034190265,6.413799316,6.628518918
"DARS1",8.25038731,8.197484887,8.184748573,8.387648059,8.550881821,8.393434804,8.573800287,8.338968018,8.274440499,8.317434761,8.496597472,8.127980447,8.304635474,8.861527256,8.319039775
"DAXX",9.278319485,9.326439746,9.311788195,9.390023677,9.329896389,9.323150218,9.320804294,9.164399643,9.218855089,9.262956008,9.346930606,9.411412591,9.015067866,9.122112154,9.106580528
"DAZL",3.60757718,3.593990554,3.558552111,3.69566106,3.588805764,3.710443151,3.643381311,3.64766869,3.435715671,3.512220432,3.355549645,3.484485688,4.167660591,3.569001349,3.829751691
"AP2A2",8.599244712,8.745149213,8.690830377,8.766765278,8.746800749,8.683849709,8.527933395,8.385083176,8.248544052,8.439806149,8.296891478,8.558856332,8.340837372,8.359166447,8.436443718
"BRINP1",4.765804327,4.870244237,4.736040553,4.671019277,4.545941872,4.708300359,4.66056125,4.501803854,4.760112526,4.676081446,4.522213735,4.72630301,4.9231408,4.510469777,4.977039601
"DBH",5.401724009,5.760035135,5.367904303,5.53449978,5.28153337,5.228198096,5.380087227,5.164524686,5.21607659,5.192375464,5.338777212,5.909813336,5.548942458,5.318254506,5.66586928
"DBI",7.526542262,7.338994342,7.44253842,7.533170442,7.642271098,7.932681017,7.62156368,7.762076284,7.808871923,7.872624565,7.865317841,8.043928093,7.977295122,9.000593896,7.649165963
"RETREG3",10.29038406,10.25576195,10.2408897,10.30436894,10.35174505,10.22886387,10.2699527,10.05078406,9.873736336,10.02900118,9.894478389,9.996227635,10.12232236,9.903942304,10.19083595
"DBN1",7.127261714,7.055159714,7.137030558,7.08604696,7.301703309,7.239888041,7.033272548,6.906780339,6.839269693,6.8685337,6.620032722,6.889722838,6.725967342,6.661670602,7.049614481
"DBP",9.149182367,8.820645159,8.967696252,8.85728685,8.700171299,8.961466107,8.83152568,7.907771528,7.645033019,7.939954621,7.620427133,8.290476493,8.228241753,8.135205405,8.538038614
"DBT",4.692044791,4.713159621,4.818497866,4.737861211,4.79519404,4.715419218,4.712266895,4.800594544,4.751445205,4.839705785,4.959076415,4.692852184,4.589317336,5.126937448,4.609012014
"AP1B1",8.646976962,8.601546989,8.50511539,8.60381512,8.649562277,8.480004376,8.4744948,8.296481778,8.111454277,8.302761211,8.269635992,8.654739894,8.537256718,8.113799923,8.649396633
"DCC",4.636643057,4.462030803,4.545230658,4.302023535,4.629184685,4.757211262,4.410807021,4.265631817,4.539383925,4.623588142,4.533643159,4.84291605,4.638954924,4.358401497,4.836443745
"ECI1",7.707310114,7.833915369,8.0176641,8.012312562,8.020727662,7.781867704,8.107924219,8.187291391,8.1054281,8.154307155,7.997550486,7.986128328,8.116121565,8.383493255,7.795516853
"DCK",7.830731459,7.963134378,7.980554722,8.385355074,8.05570151,8.197558935,8.171680945,8.184578808,8.196422095,8.212604196,8.65263325,7.542499449,8.063025548,8.934061139,7.835408763
"DCN",4.813096748,4.814906594,4.762774506,4.808855282,4.667926597,4.82209332,4.803199757,4.684763522,4.824816706,4.731967753,4.810254021,4.906720672,4.821311277,4.707147147,4.941819746
"DCTD",8.355079162,8.310795857,8.323193173,8.474011508,8.318386972,8.363113395,8.49274927,8.348748111,8.155042016,8.43115328,8.35206954,8.28809151,8.153158054,8.466607596,8.100586442
"ACE",4.61830555,4.514897355,4.539848217,4.733671964,4.554002462,4.721512452,4.580512612,4.244072901,4.620021329,4.262039405,4.411543134,4.653158952,4.56329321,4.343222397,4.820975577
"DCT",4.957681928,5.005428229,5.008780703,4.823435734,4.91995558,5.011035288,4.908037851,4.961696517,5.002818222,4.961494246,4.949306556,5.043682671,5.046511857,4.899344731,5.13136964
"DCTN1",8.937109932,9.058292404,8.967169124,9.086266333,9.150501107,8.950556558,8.918133587,8.79952387,8.706613413,8.716797024,8.63366812,8.947939366,8.718864868,8.307040367,8.790948488
"AP2B1",9.110561583,8.832026749,9.036143653,9.132517052,8.930321539,8.702752779,8.739071076,8.612080696,8.665261974,8.915518146,8.806484089,9.117096312,9.457147773,8.353278228,8.998256149
"DCX",3.830469284,3.827633251,3.882543252,3.849772937,3.94508877,3.867992426,3.796078674,3.831398917,4.010941616,3.859327675,3.93329063,4.01065792,3.902083084,3.787023853,3.835777549
"DDB1",10.44796327,10.36516367,10.41658649,10.30909724,10.37505434,10.26748858,10.27278476,9.903065418,9.702887938,9.97662951,9.934748195,10.00341456,10.20042062,9.756456181,10.2008183
"DDB2",8.023839309,8.067782693,7.970720172,8.064245366,8.115183963,7.978069408,8.047387928,7.905990673,7.721688617,8.054912207,8.021948786,8.408634797,8.456279763,8.384995684,8.080965728
"DDC",4.69941953,4.699156023,4.782526573,4.739043286,4.568105859,4.700370251,4.601615304,4.666725395,4.715679442,4.601845249,4.678838857,4.824853779,4.86857323,4.578947156,4.896358037
"AKR1C1",4.97699432,4.96444876,5.438702813,4.845972529,4.883597375,4.922958672,4.915825937,4.865289324,5.065620873,4.938627841,4.781532545,5.050539097,5.450599425,4.700293683,5.69133305
"TMPRSS6",6.84459743,6.790003949,6.92977604,6.84907909,6.809909978,6.858428186,6.660806253,6.61164091,6.736392955,6.690923339,6.706659432,7.000773125,7.107690063,6.640439739,7.249510703
"AKR1C2",4.753002976,4.233872288,4.784986124,4.684787177,4.279680647,4.484354293,4.553427769,4.36846961,4.626459076,4.590826165,4.432241115,4.544255696,4.768165315,4.261685475,4.864531115
"GADD45A",7.336998199,6.490931798,7.102039968,6.861927554,7.3790393,6.785936142,7.419155104,7.501797933,6.986654768,7.46457832,7.577636115,7.379944912,7.627671583,7.368439776,7.806444166
"DDIT3",7.148510708,7.050016426,7.091325821,7.119622433,7.115849901,7.306237696,7.011935374,7.150809504,7.377371214,7.069913681,7.32512259,7.35497778,7.250304145,7.25206581,7.525507226
"AP1G1",8.490838525,8.16373955,8.470984705,8.104078582,8.411596586,8.375643594,8.365666582,8.59540994,8.522447568,8.699251938,8.633116662,8.491394776,8.035223664,8.311202009,8.29962049
"DDOST",10.46835419,10.55182284,10.49955962,10.47960315,10.51883764,10.38935597,10.6506003,10.49772739,10.30336652,10.56973145,10.55142893,10.53550493,10.36572346,10.63134609,10.27968922
"DDT",8.979975723,9.031267752,9.151534815,9.185604553,9.412964111,9.036348501,8.887597191,9.228122951,9.384132819,9.011178335,9.010790194,9.327936952,9.097459107,9.477127733,9.180766386
"DDX1",8.458503167,8.446462348,8.679220312,8.576215597,8.608180818,8.571304238,8.549090547,8.507583096,8.46852292,8.671836282,8.648412282,8.389153425,8.507789862,9.103851243,8.566826304
"DDX3X",9.262671564,9.417032715,9.468096773,9.198124362,9.116258894,9.521765096,9.35465441,9.723667686,9.581933146,9.55504669,9.618583367,9.078169967,8.308690019,9.160283042,8.970849668
"DDX5",12.94267553,13.16320782,12.92588594,12.96504385,12.86204204,13.02408994,12.81856021,12.76431669,12.60127664,12.62409883,12.78823457,12.67641483,12.51157544,12.9884005,12.81499763
"DDX6",4.603725545,4.643893488,4.697347153,4.617852099,4.571204125,4.671860565,4.506224304,4.714423669,4.789709739,4.621248398,4.529033591,4.685937674,5.097835384,4.792540304,4.796783698
"DMXL1",7.09117476,7.182870781,6.954637646,6.845815972,7.116311072,7.295891063,7.079260204,7.250753259,6.844145848,7.133895844,7.362218264,6.473977091,7.018288252,7.793741109,6.480964247
"DHX8",9.127032412,9.043321836,9.108957843,8.967499092,9.063704152,9.01648049,9.064686733,9.089744909,9.389104172,9.176005442,9.107712608,9.189454471,8.925368048,8.709472011,8.805791625
"DHX9",7.261860816,6.957965172,7.462135561,6.851331147,6.817437273,7.135943601,6.973938639,7.093331245,6.807496514,6.93962961,6.864091834,6.857180974,6.585925725,7.120738971,6.587848699
"DDX10",7.156615502,7.062303957,7.247221674,7.08547783,7.264859682,7.225115259,7.074373051,7.08873604,7.051625371,7.185628687,7.042599681,7.023052914,7.36968711,7.290411694,7.246889012
"DDX11",7.988264224,8.15555233,7.714532626,8.235906092,7.965389288,7.999163803,8.082011843,7.463813128,7.433692156,7.440886214,7.691055829,7.488781769,7.940554705,7.674442169,7.934007697
"DHX15",9.899353409,9.867371616,9.928939601,9.923739693,9.868167646,10.02343548,9.920723382,9.909686452,9.929931762,9.992706823,9.986320573,9.726590053,9.564926585,10.31032547,9.614331899
"ADGRA3",4.311607459,4.443860562,4.344900305,4.322413433,4.58667208,4.386699796,4.34384084,4.222661825,4.39669286,4.214609452,4.183986555,4.184716364,4.367495468,4.22051828,4.362414971
"DECR1",10.57980583,10.44314528,10.68442176,10.37929303,10.59055368,10.46420755,10.69498369,10.93421251,11.18921423,11.06379425,11.08457205,10.94876323,10.70371719,10.94465618,10.66813188
"DEFA4",6.743080278,6.312617097,6.394673988,6.346003597,6.972490954,6.912915432,7.446641611,6.979111994,6.786292964,6.636479338,6.612026786,7.026963376,7.80609454,7.455936856,7.219376384
"TLE5",10.67132023,10.93111394,10.72615729,11.11308632,10.68656828,10.90915572,10.9085895,10.34730997,10.00699562,10.46077813,10.40986819,10.15919872,9.941811251,10.5964351,10.20317787
"DEFA5",4.627732471,5.109106825,4.936949047,4.824987331,4.60949886,5.138907298,4.972893507,4.482126407,4.522166348,4.664376451,4.666224676,4.675530083,5.062821417,4.735954949,4.972500124
"DEFA6",6.662735464,6.660623104,6.568244941,6.562076689,6.490520012,6.580701786,6.511027711,6.408075513,6.786157778,6.475559419,6.550230566,6.679623305,6.597955973,6.328240564,6.740723966
"DCP2",9.642003422,9.687029143,9.763387834,9.825381427,9.901652095,10.00915148,9.817112955,10.29236463,10.20565991,10.2142265,10.25575994,9.531953334,9.91441549,10.69368533,9.718012507
"DEFB1",5.286490838,5.73139197,5.552386397,5.738718763,5.640536453,5.378822703,5.487116309,5.267035211,5.322201452,5.426450691,5.2532192,5.345284819,5.718008083,5.232065398,5.671536931
"DES",6.235377112,6.339313759,6.32537195,6.339588582,6.090095703,6.355873334,6.231989139,6.109985339,6.367838216,6.147744049,6.189935071,6.325829479,6.555958839,6.04503817,6.701946157
"CFD",10.78333774,10.79380133,10.87081689,10.808993,10.89918642,10.67457511,11.01553528,11.07039095,10.87615992,11.07765021,10.86738377,10.95361735,10.96740913,11.15190589,10.46999923
"DFFA",7.640955958,7.587070119,7.792469454,7.742510809,7.975967563,7.762298705,7.899715149,7.669479887,7.525358398,7.857918357,7.597485877,7.879647148,7.987830486,7.661064644,7.5815342
"DFFB",7.115407703,7.263940853,6.980801656,7.134808435,7.25070274,7.304122809,7.141806633,7.060875111,6.787710386,6.997857065,6.863042321,6.791693107,6.728002149,7.197303069,6.632869131
"TIMM8A",4.602347244,4.547516339,4.590933431,4.786938666,5.00336484,5.018616336,4.869782173,4.993658279,4.781823938,5.016837912,4.724706383,5.107264991,4.924483667,5.120499804,4.781005129
"CRISP1",3.47177635,3.778841065,3.586742962,3.667770971,3.644889774,3.730353731,3.596938539,3.580277564,3.696061438,3.615384529,3.650644189,3.543126169,3.784779519,3.442544639,3.720931257
"ZNF467",10.09578889,9.992463718,10.15215269,10.11132807,10.14944775,10.12238023,10.2146904,10.38931259,10.37051547,10.20040207,9.929745883,10.19757545,9.867170226,9.509737249,10.05248303
"GSDME",5.093727889,4.628347278,5.245362311,4.72231806,4.929150035,4.701137081,4.595133869,4.664035443,4.767435709,4.860054723,4.612047571,4.780989166,5.058706798,4.541482403,4.608915913
"COCH",5.573239876,5.875651207,6.018823525,6.004326707,6.094834932,5.765717814,5.773048312,5.69781278,5.48793057,5.232712893,5.038071879,5.277102056,5.314684557,5.399974521,5.280490425
"KCNV2",7.789026375,6.866842426,6.880858789,7.568273978,7.281373946,7.435112672,7.406805629,7.202573519,7.4527526,7.075585716,7.167384268,7.419126256,7.350796103,7.037758781,7.206436627
"AARS1",9.247588573,9.41983781,9.469246634,9.47664027,9.286421077,9.334261941,9.079151443,8.857767152,8.918999685,9.027755737,9.026104372,9.215549533,9.23606827,8.990904466,8.994663511
"PSORS1C1",4.203973628,4.176472049,3.865093467,4.177610816,3.917427511,4.288811637,4.211276603,4.109824321,4.122157031,4.072000318,4.0120597,4.147711228,4.442444977,4.039717854,4.301128934
"PSORS1C2",5.451520794,5.371587268,5.383929316,5.243751188,5.328978001,5.420009765,5.25302652,5.378898954,5.534339693,5.333836606,5.312509713,5.541402438,5.756985049,5.239044453,5.957196462
"ZNF384",9.139999254,9.150031784,9.216040126,9.175144949,9.186639969,9.22446903,9.049982807,8.908575669,9.005606247,8.91754798,8.915009469,9.122642158,9.224813831,8.866825987,9.076925462
"ASXL1",8.510499091,8.484396029,8.483808917,8.634560517,8.54075723,8.664717783,8.472906635,8.251755138,8.039996736,8.157014079,8.100249814,8.202889195,8.170082597,8.204075888,8.299663319
"SPTSSA",6.578037362,6.408495293,6.457719597,6.698412593,6.733812642,6.602744163,6.874908315,7.395426553,7.168926849,7.179175072,7.325115981,6.89741366,7.231536694,7.773589868,7.292726448
"PTCRA",7.51809327,7.448472454,7.335146733,7.491177056,7.363320628,7.352284442,7.263696818,7.237732828,7.484181754,7.213488492,7.258097509,7.54594928,7.75261934,6.991903732,7.802811956
"DGUOK",9.137437056,9.028992197,9.272347507,9.237844109,9.367340096,9.222496768,9.446212692,9.407094966,9.264833953,9.386276158,9.330464582,9.264517352,9.287245387,9.606318427,9.239239672
"DHCR7",6.750635277,6.561200932,6.616328197,6.835600126,6.763368916,6.861710845,6.616713728,6.184819753,6.37829189,6.518229666,6.40684945,6.499697143,6.69919764,6.13661096,6.653817893
"DHCR24",5.827336439,5.80628109,5.929931088,5.767763909,5.843530621,5.742789662,5.757897385,5.690832902,5.776731617,5.955614005,5.824666107,5.989166134,6.000732967,5.745969028,5.829613509
"DHODH",6.112534623,6.501449658,6.207746712,6.562363472,6.010654663,6.154737499,6.402448404,6.067127342,6.32178253,6.161329758,5.878215518,6.035514753,6.341131332,6.245051039,5.951676932
"DHPS",8.93882022,8.968324162,9.009069442,9.170587993,9.062099142,8.975096531,9.033488113,8.937761571,8.881398351,8.924364177,8.874770621,8.838784326,8.955241116,8.814036499,9.033842748
"CYB5R3",11.66274598,11.4507327,11.45148828,11.3795685,11.48755803,11.15667098,11.45230027,11.27061403,11.10996325,11.33546492,11.28204929,11.38563202,11.67295271,10.87369383,11.39065185
"NQO1",5.105826028,4.96433007,5.026985635,5.064949015,4.981046253,4.991383417,5.021306541,4.964881251,5.054017595,4.927730408,4.981236378,5.028720792,5.095134326,5.03176707,5.360608115
"DIAPH1",9.365182715,9.413687794,9.221173896,9.223247037,9.070184913,9.208987967,8.931716995,8.801373238,8.839044121,8.631060953,8.764963627,9.214204405,8.841936708,8.595792132,8.960981927
"DIAPH2",6.912174696,6.670741018,6.746455005,6.651491305,6.851835684,6.850426076,6.898311205,6.992469052,6.92129732,7.307767626,7.11536907,7.401820736,7.162471812,7.053663613,6.849630799
"DIO1",3.808813772,4.068453616,4.023219541,3.98472007,3.8533278,3.938965308,4.062955064,3.832351148,3.881861168,3.990733993,4.027522662,3.753253723,3.913749179,3.819959137,3.896254443
"DIO2",5.043645957,5.126505888,5.154123315,5.126771107,5.00968716,5.072258318,4.953684371,5.023513892,5.079282022,4.978781477,5.041128138,5.252209453,5.334763504,4.976189899,5.239822947
"DIO3",5.971404217,6.161193583,5.96925404,6.161731811,6.031222851,5.857987733,5.932786802,5.917659334,5.886973489,5.995890297,5.933420325,5.998013334,6.290520781,5.723120196,6.058994117
"DKC1",8.811306618,8.824159094,8.7701093,8.924253072,8.85817326,8.889034203,8.834672582,8.613711782,8.596126145,8.659993494,8.600476063,8.613516834,8.67214336,8.726328542,8.679447115
"DLAT",6.189977554,6.08530766,6.359994644,6.132738858,6.381732979,6.246208639,6.394636598,6.477357173,6.23666384,6.46502543,6.518342,6.432907693,6.182007115,6.650483113,6.114645243
"DLD",7.960894294,7.945966959,7.895996299,7.88271366,8.038564112,7.960904078,8.136042367,8.284926254,8.260165196,8.198339659,8.310546789,7.7970877,7.96387461,8.88018116,8.092215693
"DLG1",5.503485798,5.225635089,5.362765668,4.970726548,4.995120537,5.460550538,5.077681296,5.163272339,4.939886376,5.129086588,5.039910285,4.866037171,4.471431497,5.181059143,4.542912746
"AFM",3.898850696,3.978726556,3.796613614,3.778726053,3.851997921,3.775009893,3.916350604,3.828469852,3.922298351,3.969263101,3.97566335,3.796350614,4.074726025,3.943399458,4.341948979
"DLG2",4.024206292,3.891411412,3.93240866,3.970894137,4.031999196,3.858014229,4.03320342,4.268921,4.280220363,4.415231324,3.999515458,4.010299996,3.885074847,4.01740152,4.137614813
"DLG3",5.562480761,5.831181342,5.672499264,5.719755047,5.502107913,5.810967905,5.723423574,5.431464287,5.506239428,5.567377836,5.552886524,5.740906422,5.730306646,5.602274489,5.542323502
"DLG4",5.868649746,5.954756186,5.926129034,5.935662899,5.944541651,5.876087309,5.64866243,5.922224638,6.139722478,5.89154886,5.65440255,6.175475424,6.0243832,5.695728036,6.207908732
"DLST",7.553960323,7.677719187,7.635828142,7.715775323,7.736108087,7.606014847,7.740979124,7.391088741,7.303008729,7.473033138,7.47331636,7.438326441,7.690107782,7.81330957,7.673965037
"DLX2",5.27174422,5.378158622,5.362384695,5.353468937,5.257337472,5.319188415,5.253782985,5.079753432,5.236810907,5.126566516,5.205153742,5.238624802,5.170138953,4.947217395,5.484942736
"DLX5",4.610489111,4.52168397,4.397805644,4.496740728,4.458398091,4.4462192,4.516139766,4.301813979,4.45330898,4.639860922,4.554506772,4.444807433,4.538609914,4.368016941,4.563034294
"AFP",4.734158544,4.680762417,4.828749224,4.657377407,4.501236834,4.726414844,4.707049511,4.684526834,4.81151784,4.657521533,4.693745227,4.879853155,4.845292791,4.637926658,4.712627494
"DLX6",4.223474649,4.147823043,4.056389935,4.016148802,4.176431978,4.117894367,3.980339979,4.050430265,4.098272156,4.074160882,4.192115941,4.051168114,4.431636898,3.92288938,4.24516692
"DMBT1",6.266968378,6.075547008,6.231051455,6.211893394,6.020009888,6.173309881,6.115063398,6.167840579,6.358590827,6.343654265,6.354677373,6.515633247,6.511257341,5.957848134,6.631209884
"DMD",3.928543515,3.987521823,4.118180638,4.09449958,4.170140972,4.099160634,4.043268385,4.018519533,3.893318041,4.0941303,4.00557414,4.067577086,3.984499654,3.896555485,4.116611365
"SARDH",5.071316525,5.084961557,4.921530691,5.091604161,4.963195909,5.077263253,4.993922335,5.090945988,5.162622583,4.91398937,4.923309243,5.189088695,5.301810249,4.939933553,5.14108056
"DMP1",3.400456888,3.499140815,3.517316892,3.459125428,3.50609945,3.457463761,3.333681986,3.355777866,3.635503737,3.49284997,3.381661587,3.552693089,3.602155149,3.407723254,3.548317165
"DNM1",5.010466994,5.0493289,5.124746069,5.151501594,5.257882954,5.317715075,5.075347425,4.747876666,4.762499635,4.715375761,4.555252279,5.089430207,4.61489594,4.422774842,5.167310356
"AGA",6.92428848,6.835584425,6.933040221,6.940229623,7.1064281,7.009395441,7.177610647,7.236849853,6.96379398,7.131674524,7.216515867,7.057788017,7.019520529,7.721898518,7.126568061
"DMPK",5.773742953,5.906442945,6.033509342,5.982456609,6.09669782,6.028901532,5.860085923,5.621205072,5.581280672,5.546666835,5.450966023,5.579245672,5.812803756,5.593682804,5.804801417
"DMRT1",3.870148271,3.663767355,3.624646894,3.795666055,3.394660849,3.789106073,3.638281062,3.658310012,3.950537111,3.611576102,3.692017851,3.611389877,3.678590714,3.410215594,3.658851771
"DMWD",7.029369808,7.093186258,6.863330249,6.947140277,6.899857434,6.917376425,6.715246269,6.572556389,6.6396862,6.579422083,6.470662831,6.734374949,6.922871803,6.416963057,7.040412707
"DNA2",5.292025658,5.226619267,5.306340846,5.395289203,5.489439111,5.32026856,4.942192619,5.40040975,5.205819721,5.385084718,5.358875389,5.055607813,5.368702905,5.336962576,5.325750002
"ACAN",5.629892735,5.862586741,5.818846137,5.673160669,5.56003904,5.681978689,5.516959818,5.447022229,5.651292513,5.624061891,5.514326717,5.592149879,6.016165859,5.620870465,5.813144994
"DNAH9",5.529403483,5.68972396,5.676386956,5.745719636,5.4858992,5.588995507,5.579994178,5.412416788,5.672484542,5.530282866,5.715820388,5.732630219,5.601034686,5.50861571,5.649970972
"DNASE1",5.113916708,5.395798002,5.536684782,5.572887365,5.772628743,5.375571688,5.419561457,5.604748988,5.311559823,5.557765203,5.171761489,5.512706211,5.347527927,5.435319667,5.427227008
"DNASE1L2",5.741914476,5.878631325,5.694380518,5.98575739,5.550777792,6.141032709,5.638734403,5.533206572,5.641614846,5.869868395,5.611507416,5.879572589,5.756484637,5.611173389,5.776400617
"DNASE2",8.37038839,8.486753394,8.550731634,8.408121485,8.432974781,8.486652912,8.491072521,8.251501452,8.004536915,8.456932968,8.310127205,8.65376436,8.699859869,8.571217116,8.632161504
"DYNC1H1",8.863255038,9.164075955,8.7820891,9.057396147,8.879416859,9.137225042,8.547756595,8.416488343,8.381782807,8.431289151,8.03797264,8.687006392,8.331901303,8.058040972,8.520589716
"AGER",6.398150237,6.432552759,6.331986499,6.73265778,6.551874966,6.780757406,6.275704427,6.247933724,6.246992593,6.066446956,5.987570566,6.321340907,6.36296125,6.040586664,6.450036239
"DYNC1I1",4.977367212,5.254501333,4.920724179,4.782446538,4.723721518,4.73285637,4.622505658,4.736624959,4.763216393,4.668996853,4.831430521,4.724242614,4.991405804,4.346293847,4.829335885
"DYNC1LI2",9.267494756,9.46390314,9.172936676,9.165295447,9.140751378,9.129342562,9.118507962,9.177136513,9.080493822,9.205433573,9.009188449,9.162773919,9.303643439,9.139346124,9.1227935
"DNM2",9.261007012,9.412595029,9.332826152,9.112097502,9.462052687,9.228893433,9.425204561,9.372449306,8.984621624,9.122099311,9.047946995,8.936850277,9.155450367,9.030324179,8.934766461
"DNMT1",9.941223466,9.939939412,9.903337824,10.02588034,9.979607391,9.934393714,9.55663547,9.327445583,9.134352497,9.502804159,9.491453425,9.726859446,9.777181697,9.534767931,9.455629802
"TRDMT1",4.987158519,4.856073941,5.183638386,4.773607205,5.071366091,5.032613402,5.161158889,5.461409311,5.097804214,5.42587425,5.325922925,5.139228431,4.975876865,5.788687718,4.88479144
"DNMT3A",7.04421932,6.881133032,6.960628417,6.668035786,7.011132828,6.908406525,7.061419565,6.845099968,7.151846832,6.845087228,6.748341907,6.950019645,7.059849858,6.586068175,7.076888069
"DNMT3B",4.985290754,5.187522057,4.9233266,5.291226112,5.035136938,5.049428849,5.086047528,4.694874322,4.760028603,4.718840394,4.839524188,5.013806959,5.252373105,5.025404972,5.336848834
"AGL",6.761341607,6.641198693,6.644939048,6.756466782,7.044720648,6.976406195,6.542605372,6.834272636,6.283223003,6.334798158,6.77976017,5.649816954,6.710471676,7.612874025,6.220204522
"DNTT",4.41891905,4.494818433,4.285616332,4.415409513,4.306796068,4.420720552,4.565417183,4.546497289,4.48214743,4.553184007,4.489593907,4.41034871,4.568854606,4.496678398,4.557528665
"DOCK1",4.629770835,4.483520099,4.475200141,4.784220154,4.698259566,5.035089469,4.492931644,4.632087728,4.785071587,4.663923789,4.750894508,4.743533026,4.829388797,4.689417372,5.083413385
"DOCK2",11.14515788,11.2285568,11.05475955,11.02430977,11.079879,11.06053328,10.97456215,10.87304116,10.79846863,10.86390448,10.81110558,11.10939927,10.70475921,10.84852063,10.73976812
"DOCK3",4.992107934,5.137456113,4.997788792,4.937859711,4.89986004,4.912848279,4.726844608,4.496653493,4.612143521,4.513908254,4.597785037,4.664501468,4.836108759,4.615441635,4.628196522
"DOK1",7.980571535,8.028906462,7.994571938,8.063274415,8.019239367,8.105327063,8.099470426,8.093419944,8.0291063,8.348948312,8.169871242,8.249210082,7.900118957,8.099951147,8.120726192
"DXO",7.410848065,7.442138651,7.452686999,7.654412206,7.472331537,7.638299957,7.537734877,7.25005322,7.049589221,7.319866363,7.17348512,7.403900223,7.508498777,7.098855068,7.620691088
"DPAGT1",7.889706223,7.971715873,7.945887878,8.05059434,7.917136976,7.894358664,7.708611303,7.756294891,7.653753888,7.760666235,7.630894994,7.915062265,7.864838107,7.51841256,7.765690071
"DPH2",7.194312197,7.281600244,7.237337405,7.264529773,7.53573516,7.38890219,7.245981954,7.110150562,7.075837426,7.301043122,7.147739038,7.498506045,7.508614898,7.234864862,7.098086352
"DPP4",7.423349303,7.350620082,7.658672669,7.662830337,7.629516716,7.570814399,7.567781041,7.285880372,6.899738,7.257401426,7.100448369,7.177527644,6.965847004,7.288513956,7.456776224
"DPP6",4.761630502,4.762205104,4.624976735,4.394929354,4.52474856,4.815179771,4.733578392,4.711424842,4.678286778,4.67157902,4.565070086,4.698221718,4.844989965,4.559392701,5.08037783
"DPT",4.123067658,4.192569512,4.319034011,4.232154075,4.090360956,4.019995118,4.000258981,4.001968516,4.173610368,4.102859198,4.017861927,4.113483629,4.223295934,3.969397118,4.27334632
"DPYD",10.2545465,10.1643959,10.31544317,9.814418578,10.16937167,10.17909905,10.16431872,10.55396721,10.7262193,10.72277158,10.91900552,10.47680707,10.27362775,10.4403958,9.803446275
"DPYS",4.006025796,4.075276507,4.001537455,4.098539979,3.988967466,4.10928635,3.852690879,3.974172717,4.084089199,4.196069869,4.093269038,4.30951554,4.250002046,3.923261874,4.215939465
"DPYSL2",10.77402064,10.85377913,10.68156744,10.59314282,10.510491,10.71333839,10.65537257,10.44042721,10.27925575,11.01844276,10.994578,11.10411422,11.09369247,10.88648917,10.5026504
"DPYSL3",4.704292368,4.603012973,4.556829931,4.540156105,4.500778101,4.648446027,4.422845063,4.498121983,4.537304975,4.517484421,4.523203771,4.82378545,4.723052576,4.449434688,4.737171655
"DR1",7.436922174,7.352067267,7.571649876,7.594929116,7.649425312,7.769453662,7.877920755,8.22787945,8.047258095,8.272921294,8.468046051,7.586985463,7.833308636,8.349527401,7.668216499
"SLC26A3",3.502206925,3.517225474,3.581406206,3.453478375,3.407752468,3.445823835,3.536325668,3.374525962,3.415231261,3.477124581,3.508473155,3.510396876,3.504920342,3.566101046,3.624824948
"DRD1",3.99822454,3.917324089,3.714657685,4.082461064,3.799740995,3.867305053,3.973549283,3.941436882,4.100949252,4.209836224,3.971380223,4.013972701,4.101768327,3.842751906,3.967363571
"DRD2",6.353203391,6.515737259,6.390506534,6.409537273,6.283409157,6.364789401,6.35480768,6.27086365,6.39435975,6.284980183,6.249538044,6.446584629,6.636583282,6.206082442,6.723034058
"DRD3",3.911817801,3.872103727,3.902960054,3.961562552,3.839716795,3.844335006,3.946506738,3.870907449,3.920668385,3.898236145,3.96905309,3.954451351,3.896889901,3.825203686,4.045783963
"DRD4",4.46650718,4.237843935,4.40222218,4.586020762,4.214552122,4.554080293,4.593291257,4.258557399,4.486921464,4.406388997,4.484583338,4.562317695,4.65763904,4.457944081,4.535110786
"DRD5",5.262481916,5.273992936,5.372571454,5.342369654,5.015541748,5.330813435,5.17556738,4.861402042,5.334479318,5.054953026,5.198448599,5.163745583,5.479969759,4.856776221,5.628640783
"DRG2",8.074869807,8.187115675,8.051846596,8.080445952,8.091281985,8.051342912,8.085994329,8.030503271,7.790263225,8.122445293,7.986374255,8.156941113,7.867665702,7.819641357,7.874121035
